rootlength,Hair Root length,Sample,Genotype,Treatment
1.44,2.34,Col-0_PAC,Col-0,PAC
1.14,2.6,Col-0_PAC,Col-0,PAC
0.6,2.16,Col-0_PAC,Col-0,PAC
0.47,2.46,Col-0_PAC,Col-0,PAC
0.86,2.7,Col-0_PAC,Col-0,PAC
1.21,2.32,Col-0_PAC,Col-0,PAC
0.46,2.68,Col-0_PAC,Col-0,PAC
1.2,2.95,Col-0_PAC,Col-0,PAC
1.14,2.55,Col-0_PAC,Col-0,PAC
1.22,3.32,Col-0_PAC,Col-0,PAC
1.34,2.39,Col-0_PAC,Col-0,PAC
0.73,2.46,Col-0_PAC,Col-0,PAC
1.21,3.2,Col-0_PAC,Col-0,PAC
1.24,2.83,Col-0_PAC,Col-0,PAC
1.17,2.95,Col-0_PAC,Col-0,PAC
0.92,3.17,Col-0_PAC,Col-0,PAC
0.88,2.27,Col-0_PAC,Col-0,PAC
0.98,2.27,Col-0_PAC,Col-0,PAC
1.14,2.62,Col-0_PAC,Col-0,PAC
0.61,3.13,Col-0_PAC,Col-0,PAC
0.96,2.59,Col-0_PAC,Col-0,PAC
1.25,2.68,Col-0_PAC,Col-0,PAC
0.93,2.3,Col-0_PAC,Col-0,PAC
0.82,2.8,Col-0_PAC,Col-0,PAC
1.08,3.1,Col-0_PAC,Col-0,PAC
0.79,2.76,Col-0_PAC,Col-0,PAC
1.14,2.54,Col-0_PAC,Col-0,PAC
0.85,2.55,Col-0_PAC,Col-0,PAC
1.41,2.48,Col-0_PAC,Col-0,PAC
0.89,2.74,Col-0_PAC,Col-0,PAC
0.52,2.71,Col-0_PAC,Col-0,PAC
0.9,3.27,Col-0_PAC,Col-0,PAC
0.45,2.46,Col-0_PAC,Col-0,PAC
0.81,2.37,Col-0_PAC,Col-0,PAC
0.9,2.58,Col-0_PAC,Col-0,PAC
1.11,2.06,Col-0_PAC,Col-0,PAC
1.07,2.89,Col-0_PAC,Col-0,PAC
1.14,2.4,Col-0_PAC,Col-0,PAC
0.88,2.85,Col-0_PAC,Col-0,PAC
0.7,2.07,Col-0_PAC,Col-0,PAC
0.91,2.38,Col-0_PAC,Col-0,PAC
1.27,2.69,Col-0_PAC,Col-0,PAC
1.31,2.72,Col-0_PAC,Col-0,PAC
1.31,2.82,Col-0_PAC,Col-0,PAC
0.86,2.12,Col-0_PAC,Col-0,PAC
0.87,2.88,Col-0_PAC,Col-0,PAC
0.87,2.55,Col-0_PAC,Col-0,PAC
1.27,2.59,Col-0_PAC,Col-0,PAC
0.77,3.32,Col-0_PAC,Col-0,PAC
0.38,2.32,Col-0_PAC,Col-0,PAC
0.86,2.65,Col-0_PAC,Col-0,PAC
1.58,2.49,Col-0_PAC,Col-0,PAC
0.57,2.91,Col-0_PAC,Col-0,PAC
0.93,2.83,Col-0_PAC,Col-0,PAC
1.09,3.15,Col-0_PAC,Col-0,PAC
1.53,2.73,Col-0_PAC,Col-0,PAC
1.29,2.58,Col-0_PAC,Col-0,PAC
0.91,1.9,Col-0_PAC,Col-0,PAC
0.72,2.21,Col-0_PAC,Col-0,PAC
0.98,2.3,Col-0_PAC,Col-0,PAC
1.12,2.88,Col-0_PAC,Col-0,PAC
0.88,3.17,Col-0_PAC,Col-0,PAC
1.11,3.11,Col-0_PAC,Col-0,PAC
1.06,3.01,Col-0_PAC,Col-0,PAC
0.95,2.51,Col-0_PAC,Col-0,PAC
0.99,2.71,Col-0_PAC,Col-0,PAC
1.41,2.98,Col-0_PAC,Col-0,PAC
0.66,2.7,Col-0_PAC,Col-0,PAC
0.76,2.22,Col-0_PAC,Col-0,PAC
1.25,2.95,Col-0_PAC,Col-0,PAC
1.02,2.42,Col-0_PAC,Col-0,PAC
1.02,2.53,Col-0_PAC,Col-0,PAC
1.3,2.33,Col-0_PAC,Col-0,PAC
1.2,2.77,Col-0_PAC,Col-0,PAC
1.25,2.63,Col-0_PAC,Col-0,PAC
1.13,2.74,Col-0_PAC,Col-0,PAC
1.53,2.59,Col-0_PAC,Col-0,PAC
0.86,1.88,Col-0_PAC,Col-0,PAC
1.06,3.04,Col-0_PAC,Col-0,PAC
0.41,3.14,Col-0_PAC,Col-0,PAC
1.18,2.1,Col-0_PAC,Col-0,PAC
1.13,3.04,Col-0_PAC,Col-0,PAC
1.07,2.06,Col-0_PAC,Col-0,PAC
0.74,3.29,Col-0_PAC,Col-0,PAC
1,2.38,Col-0_PAC,Col-0,PAC
1.02,2.91,Col-0_PAC,Col-0,PAC
0.98,2.33,Col-0_PAC,Col-0,PAC
1.43,2.21,Col-0_PAC,Col-0,PAC
1.11,1.99,Col-0_PAC,Col-0,PAC
1.16,2.5,Col-0_PAC,Col-0,PAC
0.52,2.43,Col-0_PAC,Col-0,PAC
1.44,2.77,Col-0_PAC,Col-0,PAC
1.03,3.43,Col-0_PAC,Col-0,PAC
1.05,3.08,Col-0_PAC,Col-0,PAC
0.97,2.82,Col-0_PAC,Col-0,PAC
0.56,2.42,Col-0_PAC,Col-0,PAC
1.55,3.08,Col-0_PAC,Col-0,PAC
1.17,2.63,Col-0_PAC,Col-0,PAC
0.97,2.35,Col-0_PAC,Col-0,PAC
0.29,2.21,Col-0_PAC,Col-0,PAC
1.24,2.53,Col-0_PAC,Col-0,PAC
1.22,3,Col-0_PAC,Col-0,PAC
1.38,2.91,Col-0_PAC,Col-0,PAC
1.25,3.05,Col-0_PAC,Col-0,PAC
1.06,2.66,Col-0_PAC,Col-0,PAC
0.9,3.08,Col-0_PAC,Col-0,PAC
1.45,2.69,Col-0_PAC,Col-0,PAC
0.98,3.29,Col-0_PAC,Col-0,PAC
0.98,2.76,Col-0_PAC,Col-0,PAC
1.12,3.1,Col-0_PAC,Col-0,PAC
0.79,3.1,Col-0_PAC,Col-0,PAC
0.71,3.21,Col-0_PAC,Col-0,PAC
0.99,2.74,Col-0_PAC,Col-0,PAC
1.04,2.4,Col-0_PAC,Col-0,PAC
1.74,2.44,Col-0_PAC,Col-0,PAC
0.79,2.65,Col-0_PAC,Col-0,PAC
0.57,2.42,Col-0_PAC,Col-0,PAC
1.06,2.54,Col-0_PAC,Col-0,PAC
1.45,2.63,Col-0_PAC,Col-0,PAC
1.05,2.58,Col-0_PAC,Col-0,PAC
1.51,3.43,Col-0_PAC,Col-0,PAC
1.57,3.03,Col-0_PAC,Col-0,PAC
0.67,2.75,Col-0_PAC,Col-0,PAC
0.69,2.63,Col-0_PAC,Col-0,PAC
1.03,1.99,Col-0_PAC,Col-0,PAC
1.04,2.65,Col-0_PAC,Col-0,PAC
0.92,2.95,Col-0_PAC,Col-0,PAC
1.04,3.11,Col-0_PAC,Col-0,PAC
1.08,2.57,Col-0_PAC,Col-0,PAC
1.18,2.11,Col-0_PAC,Col-0,PAC
0.95,2.68,Col-0_PAC,Col-0,PAC
1.42,2.77,Col-0_PAC,Col-0,PAC
1.21,2.75,Col-0_PAC,Col-0,PAC
1.01,2.66,Col-0_PAC,Col-0,PAC
0.91,3.23,Col-0_PAC,Col-0,PAC
1.06,3.05,Col-0_PAC,Col-0,PAC
0.96,3.26,Col-0_PAC,Col-0,PAC
0.57,1.91,Col-0_PAC,Col-0,PAC
0.58,3.08,Col-0_PAC,Col-0,PAC
1.27,2.85,Col-0_PAC,Col-0,PAC
1.13,2.41,Col-0_PAC,Col-0,PAC
1.22,2.33,Col-0_PAC,Col-0,PAC
0.65,2.15,Col-0_PAC,Col-0,PAC
1.26,3.02,Col-0_PAC,Col-0,PAC
0.99,2.57,Col-0_PAC,Col-0,PAC
1.08,2.87,Col-0_PAC,Col-0,PAC
1.78,2.44,Col-0_PAC,Col-0,PAC
0.81,3.02,Col-0_PAC,Col-0,PAC
1.38,2.23,Col-0_PAC,Col-0,PAC
1.23,3,Col-0_PAC,Col-0,PAC
0.76,2.6,Col-0_PAC,Col-0,PAC
0.71,3.14,Col-0_PAC,Col-0,PAC
1.13,2.28,Col-0_PAC,Col-0,PAC
0.89,3.17,Col-0_PAC,Col-0,PAC
1.46,2.26,Col-0_PAC,Col-0,PAC
1.14,2.22,Col-0_PAC,Col-0,PAC
0.65,2.22,Col-0_PAC,Col-0,PAC
0.86,2.76,Col-0_PAC,Col-0,PAC
1.02,3.42,Col-0_PAC,Col-0,PAC
1.18,2.79,Col-0_PAC,Col-0,PAC
0.86,1.73,Col-0_PAC,Col-0,PAC
0.85,2.77,Col-0_PAC,Col-0,PAC
1.19,2.24,Col-0_PAC,Col-0,PAC
1,2.68,Col-0_PAC,Col-0,PAC
0.64,2.69,Col-0_PAC,Col-0,PAC
0.57,2.72,Col-0_PAC,Col-0,PAC
1.35,2.9,Col-0_PAC,Col-0,PAC
1.44,2.64,Col-0_PAC,Col-0,PAC
0.9,3.31,Col-0_PAC,Col-0,PAC
0.95,2.96,Col-0_PAC,Col-0,PAC
0.84,3.02,Col-0_PAC,Col-0,PAC
1.27,3.01,Col-0_PAC,Col-0,PAC
1.18,2.67,Col-0_PAC,Col-0,PAC
1.71,3.08,Col-0_PAC,Col-0,PAC
0.48,2.92,Col-0_PAC,Col-0,PAC
0.71,2.76,Col-0_PAC,Col-0,PAC
0.74,3.17,Col-0_PAC,Col-0,PAC
1.03,2.21,Col-0_PAC,Col-0,PAC
0.86,2.49,Col-0_PAC,Col-0,PAC
1.03,2.71,Col-0_PAC,Col-0,PAC
0.52,2.8,Col-0_PAC,Col-0,PAC
1.13,2.97,Col-0_PAC,Col-0,PAC
1.18,2.95,Col-0_PAC,Col-0,PAC
0.37,3.09,Col-0_PAC,Col-0,PAC
0.88,3.51,Col-0_PAC,Col-0,PAC
0.98,2.04,Col-0_PAC,Col-0,PAC
1.21,2.4,Col-0_PAC,Col-0,PAC
0.95,2.83,Col-0_PAC,Col-0,PAC
1.79,2.12,Col-0_PAC,Col-0,PAC
1.33,2.34,Col-0_PAC,Col-0,PAC
1.28,2.88,Col-0_PAC,Col-0,PAC
0.88,2.75,Col-0_PAC,Col-0,PAC
0.6,2.09,Col-0_PAC,Col-0,PAC
1.07,3.22,Col-0_PAC,Col-0,PAC
1.11,3.2,Col-0_PAC,Col-0,PAC
1.18,2.63,Col-0_PAC,Col-0,PAC
0.95,3.14,Col-0_PAC,Col-0,PAC
0.84,3.39,Col-0_PAC,Col-0,PAC
0.88,2.66,Col-0_PAC,Col-0,PAC
1.18,2.83,Col-0_PAC,Col-0,PAC
1.03,2.25,Col-0_PAC,Col-0,PAC
0.84,3.33,Col-0_PAC,Col-0,PAC
1.04,3.11,Col-0_PAC,Col-0,PAC
0.76,2.29,Col-0_PAC,Col-0,PAC
0.68,2.49,Col-0_PAC,Col-0,PAC
0.93,3.06,Col-0_PAC,Col-0,PAC
0.63,3.14,Col-0_PAC,Col-0,PAC
0.38,2.63,Col-0_PAC,Col-0,PAC
0.63,2.43,Col-0_PAC,Col-0,PAC
1.21,2.39,Col-0_PAC,Col-0,PAC
0.49,2.77,Col-0_PAC,Col-0,PAC
0.63,2.26,Col-0_PAC,Col-0,PAC
0.78,3.25,Col-0_PAC,Col-0,PAC
0.94,2.67,Col-0_PAC,Col-0,PAC
0.95,2.85,Col-0_PAC,Col-0,PAC
1.1,2.18,Col-0_PAC,Col-0,PAC
0.58,1.92,Col-0_PAC,Col-0,PAC
1.08,2.43,Col-0_PAC,Col-0,PAC
1.38,2.95,Col-0_PAC,Col-0,PAC
1.17,2.71,Col-0_PAC,Col-0,PAC
1.31,2.47,Col-0_PAC,Col-0,PAC
1.09,2.65,Col-0_PAC,Col-0,PAC
0.67,2.62,Col-0_PAC,Col-0,PAC
0.76,3.29,Col-0_PAC,Col-0,PAC
1.21,2.75,Col-0_PAC,Col-0,PAC
1.14,3.1,Col-0_PAC,Col-0,PAC
0.94,2.51,Col-0_PAC,Col-0,PAC
0.77,3.5,Col-0_PAC,Col-0,PAC
1.37,3.49,Col-0_PAC,Col-0,PAC
0.52,2.28,Col-0_PAC,Col-0,PAC
1.25,2.71,Col-0_PAC,Col-0,PAC
1.73,3.25,Col-0_PAC,Col-0,PAC
1.47,2.14,Col-0_PAC,Col-0,PAC
0.78,2.39,Col-0_PAC,Col-0,PAC
0.93,3.24,Col-0_PAC,Col-0,PAC
1.11,3.3,Col-0_PAC,Col-0,PAC
0.93,2.07,Col-0_PAC,Col-0,PAC
1.04,2.9,Col-0_PAC,Col-0,PAC
0.86,3.02,Col-0_PAC,Col-0,PAC
0.66,2.54,Col-0_PAC,Col-0,PAC
1.13,2.51,Col-0_PAC,Col-0,PAC
0.99,2.97,Col-0_PAC,Col-0,PAC
0.9,3.24,Col-0_PAC,Col-0,PAC
0.85,3,Col-0_PAC,Col-0,PAC
1.14,2.5,Col-0_PAC,Col-0,PAC
0.62,3.04,Col-0_PAC,Col-0,PAC
0.32,2.86,Col-0_PAC,Col-0,PAC
1.02,2.09,Col-0_PAC,Col-0,PAC
0.86,2.32,Col-0_PAC,Col-0,PAC
1,2.81,Col-0_PAC,Col-0,PAC
1.57,2.66,Col-0_PAC,Col-0,PAC
0.62,3.03,Col-0_PAC,Col-0,PAC
0.7,3.11,Col-0_PAC,Col-0,PAC
1.23,2.41,Col-0_PAC,Col-0,PAC
0.9,2.47,Col-0_PAC,Col-0,PAC
1.39,2.61,Col-0_PAC,Col-0,PAC
0.67,3.21,Col-0_PAC,Col-0,PAC
1.38,3.12,Col-0_PAC,Col-0,PAC
1.38,2.38,Col-0_PAC,Col-0,PAC
1.16,3.16,Col-0_PAC,Col-0,PAC
0.88,2.32,Col-0_PAC,Col-0,PAC
0.97,3.01,Col-0_PAC,Col-0,PAC
1.02,3.06,Col-0_PAC,Col-0,PAC
0.76,3.06,Col-0_PAC,Col-0,PAC
0.69,3.21,Col-0_PAC,Col-0,PAC
0.9,3.27,Col-0_PAC,Col-0,PAC
1.03,2.85,Col-0_PAC,Col-0,PAC
0.65,2.73,Col-0_PAC,Col-0,PAC
1.09,2.62,Col-0_PAC,Col-0,PAC
0.13,2.48,Col-0_PAC,Col-0,PAC
0.62,2.27,Col-0_PAC,Col-0,PAC
1.21,2.22,Col-0_PAC,Col-0,PAC
0.98,2.2,Col-0_PAC,Col-0,PAC
0.59,2.9,Col-0_PAC,Col-0,PAC
1.1,2.84,Col-0_PAC,Col-0,PAC
1.3,3.07,Col-0_PAC,Col-0,PAC
1.24,2.85,Col-0_PAC,Col-0,PAC
0.57,2.43,Col-0_PAC,Col-0,PAC
0.45,2.48,Col-0_PAC,Col-0,PAC
0.81,2.27,Col-0_PAC,Col-0,PAC
0.86,2.1,Col-0_PAC,Col-0,PAC
0.48,2.36,Col-0_PAC,Col-0,PAC
1.08,2.82,Col-0_PAC,Col-0,PAC
0.99,2.95,Col-0_PAC,Col-0,PAC
1.2,2.84,Col-0_PAC,Col-0,PAC
0.87,2.8,Col-0_PAC,Col-0,PAC
0.52,2.96,Col-0_PAC,Col-0,PAC
0.27,2.14,Col-0_PAC,Col-0,PAC
1.03,2.03,Col-0_PAC,Col-0,PAC
0.95,2.15,Col-0_PAC,Col-0,PAC
1.64,2.99,Col-0_PAC,Col-0,PAC
1.54,2.81,Col-0_PAC,Col-0,PAC
0.87,2.45,Col-0_PAC,Col-0,PAC
1.17,3.68,Col-0_PAC,Col-0,PAC
1.21,3.1,Col-0_PAC,Col-0,PAC
0.91,2.19,Col-0_PAC,Col-0,PAC
0.53,2.84,Col-0_PAC,Col-0,PAC
1.04,2.15,Col-0_PAC,Col-0,PAC
1.36,2.87,Col-0_PAC,Col-0,PAC
0.52,1.94,Col-0_PAC,Col-0,PAC
1.8,3.06,Col-0_PAC,Col-0,PAC
0.33,2.1,Col-0_PAC,Col-0,PAC
1.01,2.12,Col-0_PAC,Col-0,PAC
1.34,2.71,Col-0_PAC,Col-0,PAC
0.7,2.44,Col-0_PAC,Col-0,PAC
0.61,3.01,Col-0_PAC,Col-0,PAC
1.07,2.77,Col-0_PAC,Col-0,PAC
1.26,2.71,Col-0_PAC,Col-0,PAC
1.04,3.18,Col-0_PAC,Col-0,PAC
0.8,2.64,Col-0_PAC,Col-0,PAC
1.48,3.1,Col-0_PAC,Col-0,PAC
1.17,2.53,Col-0_PAC,Col-0,PAC
0.6,2.41,Col-0_PAC,Col-0,PAC
1,3.17,Col-0_PAC,Col-0,PAC
0.35,2.81,Col-0_PAC,Col-0,PAC
1.13,2.67,Col-0_PAC,Col-0,PAC
1.13,2.34,Col-0_PAC,Col-0,PAC
1.54,3.32,Col-0_PAC,Col-0,PAC
0.9,2.67,Col-0_PAC,Col-0,PAC
1.19,3.03,Col-0_PAC,Col-0,PAC
1,2.64,Col-0_PAC,Col-0,PAC
0.89,2.59,Col-0_PAC,Col-0,PAC
1.13,2.21,Col-0_PAC,Col-0,PAC
0.51,3.3,Col-0_PAC,Col-0,PAC
0.89,2.62,Col-0_PAC,Col-0,PAC
0.93,3.5,Col-0_PAC,Col-0,PAC
0.9,3.49,Col-0_PAC,Col-0,PAC
1.05,2.65,Col-0_PAC,Col-0,PAC
1.21,3,Col-0_PAC,Col-0,PAC
1.11,2.74,Col-0_PAC,Col-0,PAC
1.53,2.22,Col-0_PAC,Col-0,PAC
0.83,2.92,Col-0_PAC,Col-0,PAC
0.82,2.53,Col-0_PAC,Col-0,PAC
0.85,2.62,Col-0_PAC,Col-0,PAC
1.12,2.89,Col-0_PAC,Col-0,PAC
1.1,2.91,Col-0_PAC,Col-0,PAC
1.05,3.18,Col-0_PAC,Col-0,PAC
1.3,2.36,Col-0_PAC,Col-0,PAC
1.09,3.13,Col-0_PAC,Col-0,PAC
0.58,3.02,Col-0_PAC,Col-0,PAC
0.25,2.77,Col-0_PAC,Col-0,PAC
1.38,2.72,Col-0_PAC,Col-0,PAC
1.01,2.65,Col-0_PAC,Col-0,PAC
0.16,2.56,Col-0_PAC,Col-0,PAC
1.21,2.57,Col-0_PAC,Col-0,PAC
1.05,2.75,Col-0_PAC,Col-0,PAC
1.42,3.55,Col-0_PAC,Col-0,PAC
1.13,2.61,Col-0_PAC,Col-0,PAC
5.29,0.73,Col-0_GA,Col-0,GA
5.84,0.57,Col-0_GA,Col-0,GA
6.52,1.18,Col-0_GA,Col-0,GA
4.25,0.75,Col-0_GA,Col-0,GA
4.81,1.03,Col-0_GA,Col-0,GA
4.91,1.04,Col-0_GA,Col-0,GA
5.94,0.92,Col-0_GA,Col-0,GA
5.74,0.66,Col-0_GA,Col-0,GA
3.87,1.02,Col-0_GA,Col-0,GA
3.27,1.11,Col-0_GA,Col-0,GA
5.23,1.29,Col-0_GA,Col-0,GA
4.49,0.85,Col-0_GA,Col-0,GA
5.11,0.93,Col-0_GA,Col-0,GA
6.81,1.1,Col-0_GA,Col-0,GA
5,0.39,Col-0_GA,Col-0,GA
6.06,0.67,Col-0_GA,Col-0,GA
5.9,1.02,Col-0_GA,Col-0,GA
4.6,0.67,Col-0_GA,Col-0,GA
5.35,1.06,Col-0_GA,Col-0,GA
4.87,0.63,Col-0_GA,Col-0,GA
5.64,0.92,Col-0_GA,Col-0,GA
4.52,1.35,Col-0_GA,Col-0,GA
6.81,0.94,Col-0_GA,Col-0,GA
7.17,0.84,Col-0_GA,Col-0,GA
7.14,0.84,Col-0_GA,Col-0,GA
5.48,0.52,Col-0_GA,Col-0,GA
4.81,1.13,Col-0_GA,Col-0,GA
5.1,1.08,Col-0_GA,Col-0,GA
3.71,0.3,Col-0_GA,Col-0,GA
3.88,0.87,Col-0_GA,Col-0,GA
5.68,0.98,Col-0_GA,Col-0,GA
4.65,1.46,Col-0_GA,Col-0,GA
5.77,1.38,Col-0_GA,Col-0,GA
5.69,0.52,Col-0_GA,Col-0,GA
5.44,0.4,Col-0_GA,Col-0,GA
4.21,0.68,Col-0_GA,Col-0,GA
3.95,1.44,Col-0_GA,Col-0,GA
5.86,1.04,Col-0_GA,Col-0,GA
5.63,0.61,Col-0_GA,Col-0,GA
5.41,1.01,Col-0_GA,Col-0,GA
5.29,1.48,Col-0_GA,Col-0,GA
6.05,0.87,Col-0_GA,Col-0,GA
5.02,0.25,Col-0_GA,Col-0,GA
4.27,0.22,Col-0_GA,Col-0,GA
7.45,1.01,Col-0_GA,Col-0,GA
5.89,1.25,Col-0_GA,Col-0,GA
4.62,0.87,Col-0_GA,Col-0,GA
4.94,0.88,Col-0_GA,Col-0,GA
5.61,0.45,Col-0_GA,Col-0,GA
4.66,0.87,Col-0_GA,Col-0,GA
6.84,1.37,Col-0_GA,Col-0,GA
7.43,1.8,Col-0_GA,Col-0,GA
5.91,1.27,Col-0_GA,Col-0,GA
4.41,0.47,Col-0_GA,Col-0,GA
8.07,1.48,Col-0_GA,Col-0,GA
5.04,0.02,Col-0_GA,Col-0,GA
3.96,1.77,Col-0_GA,Col-0,GA
7,0.56,Col-0_GA,Col-0,GA
5.73,1.21,Col-0_GA,Col-0,GA
6.06,1.07,Col-0_GA,Col-0,GA
6.23,1.08,Col-0_GA,Col-0,GA
5.87,0.28,Col-0_GA,Col-0,GA
6.36,0.74,Col-0_GA,Col-0,GA
5.46,0.89,Col-0_GA,Col-0,GA
5.39,1.04,Col-0_GA,Col-0,GA
6.08,1.49,Col-0_GA,Col-0,GA
5.6,0.7,Col-0_GA,Col-0,GA
5.02,0.66,Col-0_GA,Col-0,GA
5.31,1.16,Col-0_GA,Col-0,GA
5.43,1.81,Col-0_GA,Col-0,GA
5.56,0.14,Col-0_GA,Col-0,GA
5.82,0.54,Col-0_GA,Col-0,GA
4.25,0.96,Col-0_GA,Col-0,GA
4.74,1.42,Col-0_GA,Col-0,GA
5.04,1.8,Col-0_GA,Col-0,GA
3.38,0.77,Col-0_GA,Col-0,GA
4.2,0.7,Col-0_GA,Col-0,GA
4.6,1.48,Col-0_GA,Col-0,GA
7.35,1.6,Col-0_GA,Col-0,GA
6.6,1.59,Col-0_GA,Col-0,GA
5.9,1.07,Col-0_GA,Col-0,GA
5.92,1.79,Col-0_GA,Col-0,GA
5.18,1.11,Col-0_GA,Col-0,GA
4.68,1.13,Col-0_GA,Col-0,GA
7.4,0.42,Col-0_GA,Col-0,GA
6.06,1.44,Col-0_GA,Col-0,GA
4.4,1.35,Col-0_GA,Col-0,GA
5.75,1,Col-0_GA,Col-0,GA
6.44,1.25,Col-0_GA,Col-0,GA
7.38,1.41,Col-0_GA,Col-0,GA
3.08,0.94,Col-0_GA,Col-0,GA
4.98,0.9,Col-0_GA,Col-0,GA
5.22,1.11,Col-0_GA,Col-0,GA
4.93,1.08,Col-0_GA,Col-0,GA
6.72,1.55,Col-0_GA,Col-0,GA
4.3,0.79,Col-0_GA,Col-0,GA
5.24,0.57,Col-0_GA,Col-0,GA
3.96,1.03,Col-0_GA,Col-0,GA
5.24,1.85,Col-0_GA,Col-0,GA
4.96,1.44,Col-0_GA,Col-0,GA
5.89,0.84,Col-0_GA,Col-0,GA
6.27,1.07,Col-0_GA,Col-0,GA
6.41,1.6,Col-0_GA,Col-0,GA
5.81,0.36,Col-0_GA,Col-0,GA
4.59,1.35,Col-0_GA,Col-0,GA
6.43,0.8,Col-0_GA,Col-0,GA
5.04,0.74,Col-0_GA,Col-0,GA
5.66,0.69,Col-0_GA,Col-0,GA
6.91,1.54,Col-0_GA,Col-0,GA
6.29,0.53,Col-0_GA,Col-0,GA
4.87,0.88,Col-0_GA,Col-0,GA
6.22,1.35,Col-0_GA,Col-0,GA
6.07,1.51,Col-0_GA,Col-0,GA
5.22,1.54,Col-0_GA,Col-0,GA
5.95,0.87,Col-0_GA,Col-0,GA
4.9,1.39,Col-0_GA,Col-0,GA
5.76,1.65,Col-0_GA,Col-0,GA
6.19,0.34,Col-0_GA,Col-0,GA
6.08,1.06,Col-0_GA,Col-0,GA
3.56,0.88,Col-0_GA,Col-0,GA
5.33,0.86,Col-0_GA,Col-0,GA
4.26,0.61,Col-0_GA,Col-0,GA
5.75,0.44,Col-0_GA,Col-0,GA
5.09,0.84,Col-0_GA,Col-0,GA
5.18,1.33,Col-0_GA,Col-0,GA
7.33,1.43,Col-0_GA,Col-0,GA
6.3,0.2,Col-0_GA,Col-0,GA
5.28,1.24,Col-0_GA,Col-0,GA
7.35,0.76,Col-0_GA,Col-0,GA
5.7,1.3,Col-0_GA,Col-0,GA
5.48,1.16,Col-0_GA,Col-0,GA
4.7,0.97,Col-0_GA,Col-0,GA
7.47,0.98,Col-0_GA,Col-0,GA
5.54,1.11,Col-0_GA,Col-0,GA
6.22,1.53,Col-0_GA,Col-0,GA
5.32,-0.08,Col-0_GA,Col-0,GA
4.59,0.9,Col-0_GA,Col-0,GA
5.05,1.27,Col-0_GA,Col-0,GA
7.68,0.68,Col-0_GA,Col-0,GA
5.53,0.73,Col-0_GA,Col-0,GA
4.32,1.49,Col-0_GA,Col-0,GA
5.31,0.13,Col-0_GA,Col-0,GA
6.67,1.13,Col-0_GA,Col-0,GA
4.55,1.54,Col-0_GA,Col-0,GA
6.02,1.02,Col-0_GA,Col-0,GA
5.57,1,Col-0_GA,Col-0,GA
6.03,0.1,Col-0_GA,Col-0,GA
5.6,0.4,Col-0_GA,Col-0,GA
7.43,1.12,Col-0_GA,Col-0,GA
3.42,1.1,Col-0_GA,Col-0,GA
6.52,1.62,Col-0_GA,Col-0,GA
3.05,1.29,Col-0_GA,Col-0,GA
6.37,0.65,Col-0_GA,Col-0,GA
6.56,-0.01,Col-0_GA,Col-0,GA
4.87,1,Col-0_GA,Col-0,GA
7.78,0.76,Col-0_GA,Col-0,GA
3.13,0.69,Col-0_GA,Col-0,GA
4.56,0.47,Col-0_GA,Col-0,GA
6.99,1.89,Col-0_GA,Col-0,GA
4.73,1.11,Col-0_GA,Col-0,GA
5.45,0.64,Col-0_GA,Col-0,GA
6.41,0.73,Col-0_GA,Col-0,GA
4.97,0.65,Col-0_GA,Col-0,GA
5.37,0.14,Col-0_GA,Col-0,GA
6.58,0.61,Col-0_GA,Col-0,GA
6.68,0.99,Col-0_GA,Col-0,GA
5.36,0.58,Col-0_GA,Col-0,GA
4.49,0.65,Col-0_GA,Col-0,GA
4.87,1.35,Col-0_GA,Col-0,GA
5.1,0.93,Col-0_GA,Col-0,GA
5.81,0.46,Col-0_GA,Col-0,GA
5.47,0.21,Col-0_GA,Col-0,GA
6.07,1.11,Col-0_GA,Col-0,GA
3.82,1.61,Col-0_GA,Col-0,GA
4.18,0.96,Col-0_GA,Col-0,GA
4.27,1.11,Col-0_GA,Col-0,GA
5.55,0.85,Col-0_GA,Col-0,GA
6.72,1.59,Col-0_GA,Col-0,GA
6.1,0.99,Col-0_GA,Col-0,GA
6.81,1.17,Col-0_GA,Col-0,GA
4.49,1.11,Col-0_GA,Col-0,GA
5.5,0.89,Col-0_GA,Col-0,GA
6.24,1.28,Col-0_GA,Col-0,GA
6.81,1.15,Col-0_GA,Col-0,GA
7.1,1.24,Col-0_GA,Col-0,GA
6.67,0.68,Col-0_GA,Col-0,GA
4.04,1.27,Col-0_GA,Col-0,GA
5.88,1.02,Col-0_GA,Col-0,GA
6.49,1.36,Col-0_GA,Col-0,GA
4.63,0.5,Col-0_GA,Col-0,GA
6.32,0.62,Col-0_GA,Col-0,GA
4.13,0.99,Col-0_GA,Col-0,GA
6.86,1.28,Col-0_GA,Col-0,GA
5.04,1.14,Col-0_GA,Col-0,GA
5.02,-0.2,Col-0_GA,Col-0,GA
3.49,1.16,Col-0_GA,Col-0,GA
5.84,1.13,Col-0_GA,Col-0,GA
4.69,1.24,Col-0_GA,Col-0,GA
4.28,0.95,Col-0_GA,Col-0,GA
5.9,1.05,Col-0_GA,Col-0,GA
4.14,1.54,Col-0_GA,Col-0,GA
5.5,1.09,Col-0_GA,Col-0,GA
4.4,0.93,Col-0_GA,Col-0,GA
5.42,1.25,Col-0_GA,Col-0,GA
5.42,0.62,Col-0_GA,Col-0,GA
5.24,0.85,Col-0_GA,Col-0,GA
